x,y
-8.6506751585814,-3.7492814763602667
-8.662580170776224,-3.7557577700777034
-8.674106348109039,-3.762100366763
-8.685595269052751,-3.7684935572407263
-8.697405919973916,-3.775139667831423
-8.708850312227922,-3.7816462294813253
-8.720273594687432,-3.788200079607861
-8.732017013788324,-3.7949998333478208
-8.743380131445342,-3.8016466410210943
-8.754699863130243,-3.808344771803401
-8.7663212222375,-3.8153012396521913
-8.777575325239738,-3.8221108951619183
-8.788801864866882,-3.8289716690773234
-8.800341064412404,-3.8360946171963453
-8.811511445598367,-3.8430608214642006
-8.822650997087482,-3.8500797920762277
-8.834087544505822,-3.8573617172818913
-8.845136652556759,-3.864472887256348
-8.856160721131777,-3.8716391107102424
-8.867488806909542,-3.879076322656135
-8.878454527062887,-3.886347135993427
-8.889402421354688,-3.893669199489491
-8.900660792601768,-3.901255489058004
-8.911564080134362,-3.908657571382243
-8.92244060892071,-3.916096218475091
-8.933598303187143,-3.9237868596732124
-8.944406187533705,-3.931295381493285
-8.955196100692968,-3.938842604094308
-8.96629620603389,-3.9466532469886895
-8.977052649003884,-3.9542672602312425
-8.987802124521044,-3.961913791882415
-8.998868804119867,-3.9698156238068796
-9.009593009379412,-3.9775021144616156
-9.020270211865194,-3.985181651632571
-9.031292183738655,-3.993123357822702
-9.041985697289153,-4.0008411976126235
-9.052684554453338,-4.008569839257443
-9.063711822011271,-4.016536167387945
-9.074418215552939,-4.0242711485138525
-9.085132794180714,-4.032005985088417
-9.096165116312187,-4.0399557319011405
-9.10687297463667,-4.047658182998881
-9.117589998371828,-4.055355491989618
-9.128640336345864,-4.063282909082336
-9.139374151147223,-4.07097412503238
-9.150116262782646,-4.078662303298906
-9.161191586106304,-4.086579684876392
-9.1719423939384,-4.094255939647639
-9.182667864475034,-4.101908782541838
-9.193726300753026,-4.10980275227505
-9.20445589618544,-4.117470528105581
-9.215174572015986,-4.125146009553777
-9.226210445869459,-4.1330735941478585
-9.236914353567329,-4.140786889749458
-9.247598670798173,-4.1485177299727445
-9.258589492750728,-4.156513272839589
-9.26921594451376,-4.1642865527665185
-9.279825863991167,-4.172085387794009
-9.2907476151674,-4.180147069610566
-9.301336072726443,-4.187995535822591
-9.311914334182415,-4.1958678197600685
-9.322802013165402,-4.204002117249603
-9.333359190503035,-4.211919982272104
-9.343899902418418,-4.2198556502330336
-9.354709712792143,-4.228023477574175
-9.365214142919667,-4.235983464641064
-9.375710277755427,-4.243958751053478
-9.386515165838365,-4.252192981871784
-9.396994007688154,-4.260204088214002
-9.407464711535637,-4.268233869011179
-9.418241505960083,-4.276526375004468
-9.428678780690795,-4.2845874594872315
-9.43908388542594,-4.292653608750466
-9.44979200170853,-4.300990774661851
-9.460166090214914,-4.309109293062299
-9.470524061782532,-4.3172560531989035
-9.481173953694615,-4.325679126805601
-9.491488822015397,-4.333886665030868
-9.50178194757071,-4.342125603610897
-9.51236330582748,-4.350641008176656
-9.522599666609901,-4.358919137290348
-9.532823125846997,-4.367226584768425
-9.543338903595169,-4.3758121819542675
-9.553530555830886,-4.384171200142259
-9.563707432722268,-4.392555646037177
-9.574175397416372,-4.4012195178648525
-9.584313352986507,-4.409649550930554
-9.594433818657452,-4.418101477980979
-9.604796408603201,-4.426791013966611
-9.614885610760197,-4.435273907880349
-9.624968607590713,-4.443771863690829
-9.63536112053887,-4.452543476271134
-9.645450360919618,-4.461061839092253
-9.655537417982723,-4.469581130974453
-9.665929246755546,-4.478357802678249
-9.676011952062543,-4.486871328268014
-9.686083756478887,-4.495375689385939
-9.696478012104313,-4.50414432373677
-9.70657855391341,-4.512649711268383
-9.716691067366316,-4.521149932598828
-9.727114987587889,-4.529900078562407
-9.737233757684358,-4.538386727184376
-9.747353345667747,-4.546865468822748
-9.757784180034045,-4.555591912644708
-9.767913250138625,-4.564049028899206
-9.778055356420634,-4.5725002428688795
-9.78852651948706,-4.581201106826836
-9.798710449830152,-4.58963102298866
-9.808911860096428,-4.598043600130721
-9.81943556490276,-4.606688295081032
-9.829670435879722,-4.615056762919914
-9.83991367885259,-4.6233886124330805
-9.850495479511208,-4.631950619074095
-9.860798483432143,-4.64023877042155
-9.871131561093819,-4.648497818424712
-9.881808720396988,-4.656976232147919
-9.892206568130232,-4.665173960846154
-9.902632008369142,-4.6733295576673655
-9.913394857493987,-4.681681978548937
-9.923863413782303,-4.689743053114351
-9.934372414069946,-4.697773516327645
-9.94523413242056,-4.706008781459364
-9.955811153796684,-4.713964845592813
-9.966422195334053,-4.721883503265257
-9.97738823038622,-4.730001310107237
-9.988058189435266,-4.737832929651507
-9.998741148435345,-4.745604352874898
-10.009797459698387,-4.753575469945022
-10.020559740305195,-4.761267339066156
-10.031355425549318,-4.768919515502101
-10.042513587437936,-4.776762206720051
-10.05338432193104,-4.784333681273423
-10.064290302081597,-4.7918562239880655
-10.07555068377839,-4.799547341393918
-10.086481122364948,-4.806944546471526
-10.09746061687802,-4.814315931076728
-10.10880312853376,-4.821870210983341
-10.119831965530947,-4.829163991727306
-10.130884064512053,-4.836431235913991
-10.142294739775606,-4.8438903671777735
-10.153381864572804,-4.851099402242182
-10.164463570058395,-4.858273073306622
-10.175896644463993,-4.865639038338703
-10.187018877796412,-4.872769579164509
-10.198160848327626,-4.879876943543583
-10.209661485751855,-4.88717551888565
-10.22084418314405,-4.894236014775147
-10.232045075617979,-4.901272438055525
-10.243595169436027,-4.908491920234823
-10.25480606389777,-4.915465198166589
-10.26602896289548,-4.922412279526887
-10.277617325368462,-4.929551578949765
-10.28888335155334,-4.9364594207386014
-10.300177722566422,-4.943345145116062
-10.311841226747845,-4.950405913086166
-10.323182988135716,-4.957223555905241
-10.334525803994843,-4.96399485493078
-10.34624474007188,-4.970940295458709
-10.357637501992015,-4.977642187736317
-10.369056432492794,-4.984309837331914
-10.380846634240328,-4.991143007989707
-10.392315652518402,-4.9977401997665165
-10.403815494505215,-5.004301060728504
-10.415685906456018,-5.011011512185334
-10.42721830200649,-5.017472570033027
-10.438793794010447,-5.023894335159886
-10.450749371427351,-5.030451856792965
-10.462388317978922,-5.036762024820718
-10.474052414915503,-5.043018246620914
-10.486100874508677,-5.049415520561483
-10.497820509191225,-5.055575170519794
-10.509539154014119,-5.061672704053866
-10.521663561530618,-5.067914509920843
-10.53345988042835,-5.073921623437146
-10.545274244212013,-5.079873233675185
-10.557482026888612,-5.085954321601409
-10.569359043311419,-5.0918046617352966
-10.581254490526765,-5.0976052669263625
-10.59352238311222,-5.103534676294766
-10.605439929023749,-5.10924493672022
-10.617387632172003,-5.114921838994265
-10.629716737791426,-5.12073173052834
-10.6416961575872,-5.126329655513899
-10.653697164599642,-5.131890010495356
-10.6660888140987,-5.137578579208907
-10.678135893968484,-5.143054219625037
-10.69018281417755,-5.1484776735429065
-10.702618415591278,-5.154029128699543
-10.714707015531186,-5.159388422723149
-10.726810486615278,-5.164717307017851
-10.739301378511234,-5.170175939981235
-10.751435419241778,-5.175436034440865
-10.76358652596335,-5.180661306147109
-10.776116835249157,-5.185999491857758
-10.78829339728946,-5.1911312423243325
-10.800506752820882,-5.1962227585696334
-10.813110469023188,-5.20142159964651
-10.825362763451201,-5.2064247281463905
-10.837629469503993,-5.211383485926728
-10.850297483363256,-5.216444957190739
-10.862612634765048,-5.2213009522644045
-10.874927579096507,-5.226095204670658
-10.887655404879212,-5.230982982212922
-10.900039359050302,-5.235669667102623
-10.912449917910505,-5.2402984694562456
-10.925254022088982,-5.245008306467589
-10.937698538456784,-5.249527598539625
-10.950158318387478,-5.253993986784709
-10.962991904516882,-5.258537267393693
-10.975461616885122,-5.262900913676803
-10.98796288957833,-5.267224202212247
-11.000873580869898,-5.271628058308062
-11.013431191859635,-5.275844041707212
-11.026011468145544,-5.280001259453039
-11.038992287063813,-5.284221438099337
-11.051605083994344,-5.288253255614217
-11.06421286270785,-5.292217095468149
-11.077243240325405,-5.296243566385625
-11.089913472784946,-5.300089138574403
-11.102607424814321,-5.303871938653359
-11.115710697379788,-5.307703564346559
-11.128451145282819,-5.311357933462017
-11.14120654817693,-5.314946235486461
-11.154344884171923,-5.318569768984478
-11.16711355794123,-5.322018015868699
-11.179919200280887,-5.32539785021343
-11.193136980005594,-5.328804318808257
-11.205987717223278,-5.332037788091531
-11.218860751703458,-5.335201064085956
-11.232143944095592,-5.338385885373925
-11.245043919893016,-5.341397802269687
-11.257953259182782,-5.344326229572154
-11.27128676692245,-5.3472589064334715
-11.284252091661045,-5.350018361475935
-11.297240942942588,-5.352688481044054
-11.31064729172719,-5.355345800404804
-11.32368077519174,-5.357833539189101
-11.336729282211918,-5.360228591165321
-11.350167303306767,-5.362595187378503
-11.363245878461841,-5.364801082645744
-11.376317531625483,-5.366913667513517
-11.389809489780312,-5.369006037688061
-11.402921589793396,-5.370953768625327
-11.416057627357251,-5.372814852250474
-11.429605318989159,-5.374632961188614
-11.442742579971856,-5.376299687567721
-11.455907742390329,-5.377878399200005
-11.469481138231188,-5.379414100374255
-11.48266396691328,-5.3808160943823315
-11.495862372112173,-5.382126577328591
-11.509474020650616,-5.383375520151016
-11.52269445518242,-5.384489053674781
-11.535903693528736,-5.38550588493256
-11.549528360789767,-5.386456453169387
-11.562766503639276,-5.387284020897693
-11.576014121178748,-5.388016052808096
-11.589669314693051,-5.388668187702167
-11.602925909970393,-5.3892011480565465
-11.61618646167335,-5.389634895194413
-11.629838910476685,-5.389977832060955
-11.643086265027335,-5.390211199093588
-11.656344094174136,-5.390349562193058
-11.670009034424195,-5.390396613074821
-11.683275638705098,-5.390349431601291
-11.696543975017173,-5.390209190471141
-11.710213423795159,-5.389965257123015
-11.723467183965342,-5.389632253006099
-11.736681353959957,-5.389203087241481
-11.75033835157261,-5.388649840488061
-11.763591982557813,-5.38800558428148
-11.776851195361111,-5.387250042016877
-11.790510051620762,-5.3863491988328445
-11.803759467350874,-5.385356294554423
-11.817020483126546,-5.384242037822029
-11.83063606251661,-5.382964282646944
-11.84384428133647,-5.381592910093362
-11.857041258198167,-5.380092921698032
-11.870620232267687,-5.37841843994388
-11.883789326794094,-5.376672618956347
-11.896945991730993,-5.374808113826268
-11.910478231983701,-5.372766852375304
-11.923584730400233,-5.370672459868407
-11.936655136980685,-5.368467299340589
-11.950099585292078,-5.3660816758341685
-11.963141943608328,-5.363662584026945
-11.976169635591493,-5.36114272311377
-11.989572600192918,-5.358444707603988
-12.002561169663364,-5.355730853884712
-12.015521348597577,-5.352925612527405
-12.028859556143159,-5.349930098924563
-12.041775763265015,-5.346916201054561
-12.0546627939165,-5.3437945087891645
-12.067922522264903,-5.340466406282862
-12.08076973004005,-5.337131354325136
-12.093590395891725,-5.33369416681968
-12.10677489771448,-5.330049407129846
-12.119531861767655,-5.32642016669586
